period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-06-13,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,316508,megawatthours
2025-06-13,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,316399,megawatthours
2025-06-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,46334,megawatthours
2025-06-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,46309,megawatthours
2025-06-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,46287,megawatthours
2025-06-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,46324,megawatthours
2025-06-13,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,46334,megawatthours
2025-06-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2632,megawatthours
2025-06-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2633,megawatthours
2025-06-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2637,megawatthours
2025-06-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2631,megawatthours
2025-06-13,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2632,megawatthours
2025-06-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,276016,megawatthours
2025-06-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,276115,megawatthours
2025-06-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,276095,megawatthours
2025-06-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,276035,megawatthours
2025-06-12,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,276016,megawatthours
2025-06-12,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,318162,megawatthours
2025-06-12,SCE,Southern California Edison,CISO,California Independent System Operator,Central,318801,megawatthours
2025-06-12,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,319351,megawatthours
2025-06-12,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,318357,megawatthours
2025-06-12,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,318162,megawatthours
2025-06-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,49049,megawatthours
2025-06-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,49143,megawatthours
2025-06-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,49218,megawatthours
2025-06-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,49081,megawatthours
2025-06-12,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,49049,megawatthours
2025-06-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2778,megawatthours
2025-06-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2788,megawatthours
2025-06-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2793,megawatthours
2025-06-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2783,megawatthours
2025-06-12,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2778,megawatthours
2025-06-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,276740,megawatthours
2025-06-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,277905,megawatthours
2025-06-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,278782,megawatthours
2025-06-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,277275,megawatthours
2025-06-11,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,276740,megawatthours
2025-06-11,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,326528,megawatthours
2025-06-11,SCE,Southern California Edison,CISO,California Independent System Operator,Central,326793,megawatthours
2025-06-11,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,326956,megawatthours
2025-06-11,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,326656,megawatthours
2025-06-11,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,326528,megawatthours
2025-06-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,49081,megawatthours
2025-06-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,49030,megawatthours
2025-06-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,49011,megawatthours
2025-06-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,49058,megawatthours
2025-06-11,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,49081,megawatthours
2025-06-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2910,megawatthours
2025-06-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2927,megawatthours
2025-06-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2935,megawatthours
2025-06-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2919,megawatthours
2025-06-11,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2910,megawatthours
2025-06-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,292478,megawatthours
2025-06-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,292907,megawatthours
2025-06-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,293242,megawatthours
2025-06-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,292636,megawatthours
2025-06-10,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,292478,megawatthours
2025-06-10,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,323030,megawatthours
2025-06-10,SCE,Southern California Edison,CISO,California Independent System Operator,Central,322278,megawatthours
2025-06-10,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,321753,megawatthours
2025-06-10,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,322638,megawatthours
2025-06-10,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,323030,megawatthours
2025-06-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,47831,megawatthours
2025-06-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,47755,megawatthours
2025-06-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,47700,megawatthours
2025-06-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,47807,megawatthours
2025-06-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,47831,megawatthours
2025-06-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2952,megawatthours
2025-06-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2938,megawatthours
2025-06-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2933,megawatthours
2025-06-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2944,megawatthours
2025-06-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2952,megawatthours
2025-06-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,291158,megawatthours
2025-06-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,288931,megawatthours
2025-06-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,287465,megawatthours
2025-06-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,290158,megawatthours
2025-06-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,291158,megawatthours
2025-06-09,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,311261,megawatthours
2025-06-09,SCE,Southern California Edison,CISO,California Independent System Operator,Central,309092,megawatthours
2025-06-09,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,308068,megawatthours
2025-06-09,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,310184,megawatthours
2025-06-09,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,311261,megawatthours
2025-06-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,48281,megawatthours
2025-06-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,48124,megawatthours
2025-06-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48047,megawatthours
2025-06-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,48200,megawatthours
2025-06-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,48281,megawatthours
2025-06-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2717,megawatthours
2025-06-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2690,megawatthours
2025-06-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2675,megawatthours
2025-06-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2705,megawatthours
2025-06-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2717,megawatthours
2025-06-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,263145,megawatthours
2025-06-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,263758,megawatthours
2025-06-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,264069,megawatthours
2025-06-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,263471,megawatthours
2025-06-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,263145,megawatthours
2025-06-08,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,278195,megawatthours
2025-06-08,SCE,Southern California Edison,CISO,California Independent System Operator,Central,277802,megawatthours
2025-06-08,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,277198,megawatthours
2025-06-08,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,278221,megawatthours
2025-06-08,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,278195,megawatthours
2025-06-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,44606,megawatthours
2025-06-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,44546,megawatthours
2025-06-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,44462,megawatthours
2025-06-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,44601,megawatthours
2025-06-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,44606,megawatthours
2025-06-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2558,megawatthours
2025-06-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2560,megawatthours
2025-06-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2559,megawatthours
2025-06-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2559,megawatthours
2025-06-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2558,megawatthours
2025-06-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,275951,megawatthours
2025-06-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,276868,megawatthours
2025-06-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,277363,megawatthours
2025-06-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,276438,megawatthours
2025-06-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,275951,megawatthours
2025-06-07,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,282599,megawatthours
2025-06-07,SCE,Southern California Edison,CISO,California Independent System Operator,Central,283759,megawatthours
2025-06-07,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,284373,megawatthours
2025-06-07,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,283175,megawatthours
2025-06-07,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,282599,megawatthours
2025-06-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,47899,megawatthours
2025-06-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,47961,megawatthours
2025-06-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48029,megawatthours
2025-06-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,47918,megawatthours
2025-06-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,47899,megawatthours
2025-06-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2581,megawatthours
2025-06-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2574,megawatthours
2025-06-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2569,megawatthours
2025-06-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2578,megawatthours
2025-06-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2581,megawatthours
2025-06-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,289442,megawatthours
2025-06-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,289188,megawatthours
2025-06-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,289039,megawatthours
2025-06-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,289276,megawatthours
2025-06-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,289442,megawatthours
2025-06-06,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,303303,megawatthours
2025-06-06,SCE,Southern California Edison,CISO,California Independent System Operator,Central,303563,megawatthours
2025-06-06,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,303660,megawatthours
2025-06-06,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,303417,megawatthours
2025-06-06,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,303303,megawatthours
2025-06-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,51618,megawatthours
2025-06-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,51647,megawatthours
2025-06-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,51666,megawatthours
2025-06-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,51623,megawatthours
2025-06-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,51618,megawatthours
2025-06-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2481,megawatthours
2025-06-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2481,megawatthours
2025-06-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2480,megawatthours
2025-06-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2481,megawatthours
2025-06-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2481,megawatthours
2025-06-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,291971,megawatthours
2025-06-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,292540,megawatthours
2025-06-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,293006,megawatthours
2025-06-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,292210,megawatthours
2025-06-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,291971,megawatthours
2025-06-05,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,306025,megawatthours
2025-06-05,SCE,Southern California Edison,CISO,California Independent System Operator,Central,305638,megawatthours
2025-06-05,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,305797,megawatthours
2025-06-05,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,305746,megawatthours
2025-06-05,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,306025,megawatthours
2025-06-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,51961,megawatthours
2025-06-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,51974,megawatthours
2025-06-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,52005,megawatthours
2025-06-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,51958,megawatthours
2025-06-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,51961,megawatthours
2025-06-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2550,megawatthours
2025-06-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2554,megawatthours
2025-06-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2555,megawatthours
2025-06-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2553,megawatthours
2025-06-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2550,megawatthours
2025-06-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,294324,megawatthours
2025-06-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,293932,megawatthours
2025-06-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,293632,megawatthours
2025-06-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,294115,megawatthours
2025-06-04,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,294324,megawatthours
2025-06-04,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,302665,megawatthours
2025-06-04,SCE,Southern California Edison,CISO,California Independent System Operator,Central,301912,megawatthours
2025-06-04,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,301066,megawatthours
2025-06-04,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,302293,megawatthours
2025-06-04,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,302665,megawatthours
2025-06-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,53188,megawatthours
2025-06-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,53246,megawatthours
2025-06-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,53294,megawatthours
2025-06-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,53209,megawatthours
2025-06-04,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,53188,megawatthours
2025-06-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2276,megawatthours
2025-06-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2250,megawatthours
2025-06-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2239,megawatthours
2025-06-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2263,megawatthours
2025-06-04,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2276,megawatthours
2025-06-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,285248,megawatthours
2025-06-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,284742,megawatthours
2025-06-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,284533,megawatthours
2025-06-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,285027,megawatthours
2025-06-03,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,285248,megawatthours
2025-06-03,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,303458,megawatthours
2025-06-03,SCE,Southern California Edison,CISO,California Independent System Operator,Central,305485,megawatthours
2025-06-03,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,306993,megawatthours
2025-06-03,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,304359,megawatthours
2025-06-03,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,303458,megawatthours
2025-06-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,52349,megawatthours
2025-06-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,52570,megawatthours
2025-06-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,52707,megawatthours
2025-06-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,52456,megawatthours
2025-06-03,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,52349,megawatthours
2025-06-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2018,megawatthours
2025-06-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2052,megawatthours
2025-06-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2068,megawatthours
2025-06-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2034,megawatthours
2025-06-03,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2018,megawatthours
2025-06-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,278393,megawatthours
2025-06-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,277071,megawatthours
2025-06-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,276441,megawatthours
2025-06-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,277722,megawatthours
2025-06-02,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,278393,megawatthours
2025-06-02,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,310916,megawatthours
2025-06-02,SCE,Southern California Edison,CISO,California Independent System Operator,Central,310038,megawatthours
2025-06-02,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,309759,megawatthours
2025-06-02,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,310449,megawatthours
2025-06-02,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,310916,megawatthours
2025-06-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,49853,megawatthours
2025-06-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,49868,megawatthours
2025-06-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,49830,megawatthours
2025-06-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,49858,megawatthours
2025-06-02,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,49853,megawatthours
2025-06-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2390,megawatthours
2025-06-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2377,megawatthours
2025-06-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2368,megawatthours
2025-06-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2385,megawatthours
2025-06-02,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2390,megawatthours
2025-06-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,266475,megawatthours
2025-06-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,270791,megawatthours
2025-06-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,273387,megawatthours
2025-06-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,268464,megawatthours
2025-06-01,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,266475,megawatthours
2025-06-01,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,303427,megawatthours
2025-06-01,SCE,Southern California Edison,CISO,California Independent System Operator,Central,305761,megawatthours
2025-06-01,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,306873,megawatthours
2025-06-01,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,304626,megawatthours
2025-06-01,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,303427,megawatthours
2025-06-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,54604,megawatthours
2025-06-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,54687,megawatthours
2025-06-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,54710,megawatthours
2025-06-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,54667,megawatthours
2025-06-01,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,54604,megawatthours
2025-06-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2502,megawatthours
2025-06-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2519,megawatthours
2025-06-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2533,megawatthours
2025-06-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2509,megawatthours
2025-06-01,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2502,megawatthours
2025-05-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,308278,megawatthours
2025-05-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,309496,megawatthours
2025-05-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,309817,megawatthours
2025-05-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,309039,megawatthours
2025-05-31,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,308278,megawatthours
2025-05-31,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,326552,megawatthours
2025-05-31,SCE,Southern California Edison,CISO,California Independent System Operator,Central,327668,megawatthours
2025-05-31,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,328417,megawatthours
2025-05-31,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,327030,megawatthours
2025-05-31,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,326552,megawatthours
2025-05-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,53619,megawatthours
2025-05-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,53580,megawatthours
2025-05-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,53570,megawatthours
2025-05-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,53598,megawatthours
2025-05-31,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,53619,megawatthours
2025-05-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2685,megawatthours
2025-05-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2685,megawatthours
2025-05-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2685,megawatthours
2025-05-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2685,megawatthours
2025-05-31,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2685,megawatthours
2025-05-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,311173,megawatthours
2025-05-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,307567,megawatthours
2025-05-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,305495,megawatthours
2025-05-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,309394,megawatthours
2025-05-30,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,311173,megawatthours
2025-05-30,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,335431,megawatthours
2025-05-30,SCE,Southern California Edison,CISO,California Independent System Operator,Central,332547,megawatthours
2025-05-30,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,330807,megawatthours
2025-05-30,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,334109,megawatthours
2025-05-30,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,335431,megawatthours
2025-05-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,48777,megawatthours
2025-05-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,48492,megawatthours
2025-05-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48354,megawatthours
2025-05-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,48625,megawatthours
2025-05-30,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,48777,megawatthours
2025-05-30,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2602,megawatthours
