period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-10-21,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,52473,megawatthours
2025-10-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1955,megawatthours
2025-10-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1953,megawatthours
2025-10-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1952,megawatthours
2025-10-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1954,megawatthours
2025-10-21,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1955,megawatthours
2025-10-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,256049,megawatthours
2025-10-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,255176,megawatthours
2025-10-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,254559,megawatthours
2025-10-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,255614,megawatthours
2025-10-20,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,256049,megawatthours
2025-10-20,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,293953,megawatthours
2025-10-20,SCE,Southern California Edison,CISO,California Independent System Operator,Central,292517,megawatthours
2025-10-20,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,291678,megawatthours
2025-10-20,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,293236,megawatthours
2025-10-20,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,293953,megawatthours
2025-10-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,51275,megawatthours
2025-10-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,51285,megawatthours
2025-10-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,51199,megawatthours
2025-10-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,51290,megawatthours
2025-10-20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,51275,megawatthours
2025-10-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1957,megawatthours
2025-10-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1948,megawatthours
2025-10-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1943,megawatthours
2025-10-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1952,megawatthours
2025-10-20,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1957,megawatthours
2025-10-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,235319,megawatthours
2025-10-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,234980,megawatthours
2025-10-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,234706,megawatthours
2025-10-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,235223,megawatthours
2025-10-19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,235319,megawatthours
2025-10-19,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,266802,megawatthours
2025-10-19,SCE,Southern California Edison,CISO,California Independent System Operator,Central,266395,megawatthours
2025-10-19,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,266155,megawatthours
2025-10-19,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,266674,megawatthours
2025-10-19,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,266802,megawatthours
2025-10-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,48693,megawatthours
2025-10-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,48496,megawatthours
2025-10-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48415,megawatthours
2025-10-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,48624,megawatthours
2025-10-19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,48693,megawatthours
2025-10-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1894,megawatthours
2025-10-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1894,megawatthours
2025-10-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1892,megawatthours
2025-10-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1895,megawatthours
2025-10-19,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1894,megawatthours
2025-10-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,236536,megawatthours
2025-10-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,237004,megawatthours
2025-10-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,237289,megawatthours
2025-10-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,236724,megawatthours
2025-10-18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,236536,megawatthours
2025-10-18,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,272472,megawatthours
2025-10-18,SCE,Southern California Edison,CISO,California Independent System Operator,Central,273323,megawatthours
2025-10-18,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,273651,megawatthours
2025-10-18,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,272858,megawatthours
2025-10-18,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,272472,megawatthours
2025-10-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,49267,megawatthours
2025-10-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,49498,megawatthours
2025-10-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,49546,megawatthours
2025-10-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,49295,megawatthours
2025-10-18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,49267,megawatthours
2025-10-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1834,megawatthours
2025-10-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1838,megawatthours
2025-10-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1840,megawatthours
2025-10-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1836,megawatthours
2025-10-18,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1834,megawatthours
2025-10-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,244476,megawatthours
2025-10-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,244454,megawatthours
2025-10-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,244498,megawatthours
2025-10-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,244429,megawatthours
2025-10-17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,244476,megawatthours
2025-10-17,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,281962,megawatthours
2025-10-17,SCE,Southern California Edison,CISO,California Independent System Operator,Central,281811,megawatthours
2025-10-17,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,281765,megawatthours
2025-10-17,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,281923,megawatthours
2025-10-17,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,281962,megawatthours
2025-10-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,50942,megawatthours
2025-10-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,50786,megawatthours
2025-10-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,50944,megawatthours
2025-10-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,50939,megawatthours
2025-10-17,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,50942,megawatthours
2025-10-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1877,megawatthours
2025-10-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1878,megawatthours
2025-10-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1879,megawatthours
2025-10-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1877,megawatthours
2025-10-17,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1877,megawatthours
2025-10-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,248862,megawatthours
2025-10-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,248860,megawatthours
2025-10-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,248828,megawatthours
2025-10-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,248874,megawatthours
2025-10-16,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,248862,megawatthours
2025-10-16,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,278375,megawatthours
2025-10-16,SCE,Southern California Edison,CISO,California Independent System Operator,Central,278116,megawatthours
2025-10-16,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,277681,megawatthours
2025-10-16,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,278117,megawatthours
2025-10-16,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,278375,megawatthours
2025-10-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,49693,megawatthours
2025-10-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,49618,megawatthours
2025-10-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,49439,megawatthours
2025-10-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,49640,megawatthours
2025-10-16,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,49693,megawatthours
2025-10-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1937,megawatthours
2025-10-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1943,megawatthours
2025-10-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1946,megawatthours
2025-10-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1940,megawatthours
2025-10-16,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1937,megawatthours
